GEOID,year,d16,state,st,poptotal,noncit,popu18,popu25,pop3o,pop324,vapacs,medage,incmed,incpc,gini,hs,ged,some1,some2,assoc,bacc,mast,prof,phd,enroll,pop_check,nothilat,white,black,amind,asian,hawpi,other,multi,hilat,white_prop,black_prop,amind_prop,asian_prop,hawpi_prop,other_prop,multi_prop,hilat_prop,nonwh_prop,lexp,health_index,hsplus,baccplus,mastplus,hsprop,baccprop,gradprop,attain_score,attain_index,enroll_prop,enroll_index,ed_index,inc_index,hdi,presvotes,tovep,tovap,toacs
24,2012,0,Maryland,MD,5884563,403898,1342935,1912428,5674843,1702708,4137730,38.1,41213.772,36911.7432,0.4473,918055,116998,236421,548129,251712,795930,460951,115222,94884,1580906,5884563,5374115,3166263,1696151,12471,337959,2324,10096,148851,510448,0.5380625545176422,0.288237376335337,0.0021192737676527552,0.0574314524290079,3.949316202409593e-4,0.0017156754035941156,0.025295166353049497,0.08674356957347555,0.4619374454823578,79.33,5.554166666666665,3538302,1466987,671057,0.8907809024617743,0.36931952212097524,0.16894113618998347,1.4290415607727331,6.193610405151554,0.9284657146146021,9.384734703274347,7.257318504525818,6.55598817007598,6.417182899052697,2707327,0.6659999999999999,0.595,0.6543024798621466
24,2016,1,Maryland,MD,6016447,410202,1346152,1893939,5802819,1680311,4260093,38.5,41235,38662,0.4499,914616,131854,237805,541390,268485,860491,528502,128976,103160,1540625,6016447,5429717,3092525,1765641,12217,374779,2101,15752,166702,586730,0.5140118412079422,0.2934690524158195,0.002030600452393248,0.0622924127811647,3.4920942542999213e-4,0.002618156529925386,0.027707715201347242,0.09752101198597778,0.4859881587920578,78.89,5.370833333333334,3715279,1621129,760638,0.9012181419660071,0.3932385334364421,0.1845085564418553,1.4789652318443047,6.526434878962032,0.9168689605674187,9.053398873354823,7.3687562104262945,6.559558232073064,6.3792577804781985,2781446,0.664,0.595,0.6529073426331303
25,2012,0,Massachusetts,MA,6646144,442019,1401255,2089535,6439002,1882393,4802870,39.5,38216.2158,36662.8221,0.4813,1048250,133672,229750,536287,347381,1011713,541323,132494,104415,1761641,6646144,5972259,5003798,425654,7210,378962,850,37684,118101,673885,0.7528873885368719,0.06404525691889913,0.0010848395701326965,0.05701982984419236,1.278937079906785e-4,0.005670054696377328,0.017769852714596614,0.10139488401093928,0.24711261146312813,80.86,6.191666666666666,4085285,1789945,778232,0.8965625534251458,0.3928239179618001,0.1707919200440503,1.460178391430996,6.40118927620664,0.9358518651524947,9.595767575785565,7.466048709399615,6.032460068460935,6.533275128035084,3167767,0.659,0.602,0.6595570981517301
25,2016,1,Massachusetts,MA,6811779,484791,1378947,2084264,6604293,1876778,4948041,39.5,40557,39771,0.4786,1023967,132529,222787,511845,363356,1124295,629351,140558,126142,1737713,6811779,6032083,4928862,456681,8154,438614,3006,59495,137271,779696,0.7235792588103637,0.06704283858886202,0.0011970441201923903,0.06439052118396678,4.4129441075525203e-4,0.008734135385190859,0.02015200434423959,0.11446290315642947,0.27642074118963633,80.49,6.037499999999998,4274830,2020346,896051,0.9042446190017377,0.4273589824675332,0.18953953609877494,1.5211431375680458,6.807620917120305,0.9259022644127329,9.311493268935228,7.642245034391945,6.44461598724683,6.674596998734137,3325046,0.672,0.611,0.6719924107338642
26,2012,0,Michigan,MI,9883360,269484,2267623,3262342,9551345,2930327,7346253,39.5,28077.6699,26335.2222,0.4624,1758949,265246,503556,1078391,575915,1062110,490025,103848,67420,2652338,9883360,9428442,7523647,1375814,49914,247148,1612,11165,219142,454918,0.7612438482459406,0.13920508814816013,0.0050503067782616436,0.02500647553058879,1.6310242670508816e-4,0.0011296765472470901,0.022172823817001506,0.04602867850609509,0.2387561517540594,78.22,5.091666666666667,5905460,1723403,661293,0.8919262868640442,0.26029275256463585,0.09987784355819604,1.252096882986876,5.013979219912507,0.9051337956480625,8.718108447087502,6.248688962304172,3.895119537049767,4.985666456934089,4730961,0.647,0.62,0.6439964700371741
26,2016,1,Michigan,MI,9928300,283164,2191183,3167898,9589851,2829449,7453953,39.7,30456,29128,0.4695,1702082,276261,516290,1081902,626128,1162737,547241,119229,80623,2488397,9928300,9436870,7474930,1347079,42919,291323,2462,15319,262838,491430,0.7528912301199601,0.1356807308401237,0.004322895158284903,0.02934268706626512,2.479780022763212e-4,0.0015429630450328857,0.02647361582546861,0.04949789994258836,0.24710876988003994,77.95,4.979166666666668,6112493,1909830,747093,0.9041611726639924,0.2825024310684483,0.1105101442192343,1.297173747951675,5.314491653011166,0.8794634573727959,7.984670210651311,6.204551172224548,4.458830407073045,5.164512459373444,4799284,0.647,0.62,0.6438575612161762
27,2012,0,Minnesota,MN,5379139,179919,1277800,1778395,5177211,1576467,3921420,37.6,33697.8252,32064.6087,0.4441,840396,111745,245952,555546,381595,807626,272778,72103,42833,1414524,5379139,5115114,4424944,282628,53113,225697,2276,4827,121629,264025,0.8226119458894816,0.05254149409412919,0.009873885021376098,0.041957830054214995,4.2311604143339666e-4,8.973555061507055e-4,0.022611239456723463,0.04908313393649058,0.1773880541105184,80.99,6.245833333333332,3330574,1195340,387714,0.9249682843323491,0.3319702816973381,0.1076760802767428,1.3646146463064301,5.764097642042868,0.8972747288715843,8.493563682045268,6.673919655377001,5.160104772134839,5.9916066618510815,2936561,0.76,0.7140000000000001,0.7488514364694422
27,2016,1,Minnesota,MN,5519952,194363,1288623,1794669,5314323,1589040,4036966,37.9,36219,34515,0.4496,821200,116737,246325,550387,429762,860125,304937,78752,53170,1392956,5519952,5231492,4444184,325256,57795,257673,1255,7324,138005,288460,0.8051127980823022,0.05892370078580393,0.010470199740867311,0.046680297219975825,2.273570494815897e-4,0.001326823131795349,0.02500112319817274,0.05225770079160109,0.19488720191769782,80.87,6.195833333333335,3461395,1296984,436859,0.9291629656055661,0.3481571735623844,0.11726867462149855,1.394588813789449,5.963925425262993,0.876602225242914,7.902920721226114,6.610257190584033,5.660324093334104,6.143084097996649,2944813,0.741,0.6940000000000001,0.7294619275961205
28,2012,0,Mississippi,MS,2984926,34541,747669,1072958,2871033,959065,2202716,36.2,26187.1299,21130.9857,0.487,462900,121242,105917,328359,160169,249319,105946,24029,15722,830938,2984926,2904805,1717214,1119168,11840,23816,399,2951,29417,80121,0.5752953339546776,0.37493994826002386,0.0039665974968893705,0.00797875726232409,1.3367165551172793e-4,9.886342240980179e-4,0.00985518568969549,0.026841871456779832,0.4247046660453224,75.06,3.7750000000000012,1573603,395016,145697,0.823027895864366,0.20660178413027833,0.07620263519054712,1.1058323151851914,4.038882101234609,0.8664042583140872,7.611550237545349,5.229771480004855,3.411844536650629,4.0687683768454095,1285584,0.593,0.5720000000000001,0.5836358386646304
28,2016,1,Mississippi,MS,2988726,32449,723153,1031704,2873238,916216,2233124,37.2,27427,22694,0.4828,477515,125820,111813,327182,177695,264865,113113,27550,20735,781666,2988726,2901993,1698241,1131449,12939,26685,631,2529,29519,86733,0.568215687888418,0.37857234152612185,0.004329269394384095,0.00892855350406829,2.1112674765100581e-4,8.461799442304179e-4,0.009876783619508781,0.02902005737561757,0.43178431211158197,74.72,3.633333333333333,1646288,426263,161398,0.8412209980265934,0.21781206343107026,0.08247122413544661,1.1415042855931103,4.276695237287402,0.8531459830432998,7.23274237266571,5.2620442824135045,3.732563931955206,4.147843217269018,1209357,0.552,0.5329999999999999,0.5415538949023878
29,2012,0,Missouri,MO,6021988,114505,1403706,1998347,5805261,1781620,4503777,38.2,28354.9491,25939.2591,0.4608,1086729,186048,304519,611601,287670,670388,284631,65321,42330,1552442,6021988,5800469,4848758,685914,24778,101081,4480,10174,125284,221519,0.8051756330301555,0.11390158864481298,0.004114588072908813,0.016785320727972224,7.439403731790897e-4,0.0016894753028401917,0.020804425382448453,0.03678502846568276,0.1948243669698445,77.63,4.845833333333331,3539237,1062670,392282,0.8796105318541092,0.2641065641790607,0.09749428440559185,1.241211380438762,4.94140920292508,0.8713653865583009,7.753296758808598,5.878705054886252,3.963250016058697,4.833190036130846,2757323,0.622,0.596,0.6122245839436544
29,2016,1,Missouri,MO,6093000,117949,1390064,1971986,5873591,1752577,4584987,38.4,30800,28406,0.4646,1083372,182014,297778,630017,325244,729511,324191,70157,48791,1507305,6093000,5849433,4852074,698734,27492,116024,7521,10479,137109,243567,0.7963357951747907,0.11467815526013458,0.004512063023141309,0.01904217955030363,0.0012343673067454456,0.0017198424421467258,0.02250270802560315,0.039974889217134414,0.2036642048252093,77.35,4.729166666666664,3691075,1172650,443139,0.8956715507396966,0.2845537530326274,0.1075315444208634,1.2877568481931874,5.251712321287916,0.8600506568327668,7.430018766650481,5.977814469742104,4.536699521397198,5.04300063066823,2808605,0.622,0.596,0.6125655318106682
30,2012,0,Montana,MT,1005141,7382,220140,318371,970811,284041,777619,40.2,26209.1862,26412.9444,0.4502,167970,36245,46900,126669,57590,138862,42619,13022,7426,231634,1005141,973676,876782,3489,62422,6423,1140,453,22967,31465,0.8722975184576094,0.003471154793208117,0.062102729865760126,0.006390148247857763,0.0011341692359579402,4.506830384990762e-4,0.022849530563373695,0.03130406579773385,0.1277024815423906,78.84,5.350000000000001,637303,201929,63067,0.9279715188491052,0.29402711242482926,0.09183132635380113,1.3138299576277357,5.425533050851571,0.81549494615214,6.1569984614897155,5.669354854397619,3.417681443916156,4.69756719627314,484048,0.625,0.616,0.6224745022948256
30,2016,1,Montana,MT,1042520,9611,228674,329904,1009075,296459,804235,40.1,27162,28933,0.4667,172231,34184,46019,122204,66134,148944,48718,14909,8035,242914,1042520,1005430,900884,3439,62998,8326,547,574,28662,37090,0.8641407359091432,0.0032987376740973794,0.060428576909795494,0.007986417526762076,5.246901738096152e-4,5.505889575259947e-4,0.027492997736254462,0.03557725511261175,0.1358592640908568,78.46,5.191666666666665,661378,220606,71662,0.9280987235762318,0.30957205563725765,0.10056187343534245,1.3382326526488317,5.588217684325545,0.8193848053187793,6.268137294822268,5.81485755449112,3.665251542423062,4.800832517589387,497147,0.618,0.608,0.6181613583094494
31,2012,0,Nebraska,NE,1855525,66006,462802,648617,1776112,569204,1326717,36.3,29962.9584,27565.1235,0.4339,292831,41519,95649,194905,117719,233054,83862,20030,12716,510963,1855525,1676641,1509066,82713,13662,36372,1149,1689,31990,178884,0.8132824941728083,0.044576602309319466,0.007362875735977688,0.019601999434122417,6.192317538163053e-4,9.102545101790598e-4,0.017240403659341697,0.09640613842443513,0.1867175058271917,79.61,5.6708333333333325,1092285,349662,116608,0.9050275580243068,0.2897171946826104,0.09661714066026574,1.291361893367183,5.27574595578122,0.8976799179204644,8.50514051201327,6.35221080785857,4.345676167162703,5.3894326457377995,794379,0.603,0.569,0.5987554241032564
31,2016,1,Nebraska,NE,1907116,78574,474085,663296,1827563,583743,1354457,36.3,31448,29910,0.4477,286360,41988,88321,193039,129795,261931,90070,22938,16033,505491,1907116,1704667,1519945,87110,13963,41133,1200,1719,39597,202449,0.7969861298421281,0.04567629866248304,0.007321526325614174,0.02156816890005642,6.292223441049207e-4,9.013610079302989e-4,0.02076276429960212,0.10615452861808092,0.20301387015787187,79.67,5.695833333333335,1130475,390972,129041,0.9088734704378447,0.3143316557058095,0.10374571883391487,1.326950844977569,5.513005633183794,0.8659478571905788,7.598510205445108,6.208173823937566,4.681049310338301,5.490620818139333,844227,0.628,0.588,0.6232955346681364
32,2012,0,Nevada,NV,2758931,279217,664422,918289,2655741,815099,1815292,36.8,31067.874,26605.1493,0.4516,457175,72360,129454,353620,138034,272846,95659,27821,15471,680801,2758931,2006880,1455200,219044,25345,204076,17951,3909,81355,752051,0.5274506683929392,0.07939451910903172,0.009186529130304455,0.07396922938630941,0.006506505599451382,0.001416853121734469,0.029487870483169025,0.2725878247770604,0.4725493316070608,78.14,5.058333333333334,1562440,411797,138951,0.8488559969836611,0.22372465694035015,0.07549050820311609,1.1480711621271273,4.320474414180849,0.8352371920466103,6.721062629903152,5.120670486088283,4.596736516237524,4.919579260048489,1014918,0.564,0.48200000000000004,0.5590935232458469
32,2016,1,Nevada,NV,2940058,286133,677502,929448,2834596,823986,1976423,37.9,31132,28117,0.4577,498977,86080,150003,366900,156342,308547,114345,32605,16278,700680,2940058,2103432,1463596,249544,26593,240323,18016,6566,98794,836626,0.4978119479275579,0.08487723711573036,0.009045059655285712,0.08174090443113707,0.006127770268477697,0.0022332892752455905,0.03360273844937753,0.28456105287718814,0.5021880520724421,78.03,5.012500000000001,1730077,471775,163228,0.8604736870899876,0.23464272036844538,0.08118332247427398,1.176299729932707,4.508664866218046,0.8503542535916873,7.152978674048208,5.390102802161433,4.611031894804766,4.994398445319565,1125385,0.574,0.494,0.5694049300175115
33,2012,0,New Hampshire,NH,1320718,31817,275022,400835,1283226,363343,1013879,41.9,35835.1857,33820.7103,0.4298,233128,37562,54390,114590,87025,201804,87156,15364,13567,323979,1320718,1280580,1212389,14610,2179,29604,191,1645,19962,40138,0.9179771911944866,0.011062164671034998,0.0016498601518265064,0.022415080282088985,1.446183061031954e-4,0.001245534625862599,0.015114505897549667,0.030391044871047414,0.08202280880551338,80.39,5.995833333333334,844586,317891,116087,0.9181450249651314,0.34557764411343617,0.12619757077802285,1.3899202398565906,5.932801599043938,0.8916615979941818,8.333188514119481,6.732930570735785,5.586462800386965,6.086909805277868,710972,0.7020000000000001,0.6779999999999999,0.7012394970208476
33,2016,1,New Hampshire,NH,1334795,31074,259841,387209,1296519,348933,1043880,42.7,36144,36320,0.4304,217686,38559,57739,121538,97488,213461,101003,19392,12822,307848,1334795,1287524,1211076,15837,1336,32455,66,1645,25109,47271,0.9073123588266363,0.011864743275184579,0.0010009027603489675,0.024314595125094117,4.944579504717953e-5,0.001232398982615308,0.018811128300600468,0.03541442693447308,0.0926876411733637,79.32,5.549999999999997,879688,346678,133217,0.928346345344908,0.3658538644513532,0.14058565660531075,1.434785866401572,6.23190577601048,0.8822553326856445,8.064438076732701,6.8427498762512204,5.645952804543012,5.985314342375789,744296,0.7140000000000001,0.691,0.7130091581407825
34,2012,0,New Jersey,NJ,8864590,830513,2026738,2815238,8554824,2505472,6007339,39.4,40041.6372,36639.7155,0.4718,1585222,152352,303963,733050,372831,1359609,597429,147947,87198,2294691,8864590,7223191,5134994,1127146,11535,769054,2283,41595,136584,1641399,0.5792703328636745,0.1271515095452807,0.0013012446148101605,0.08675573263963703,2.575415219429212e-4,0.004692264391246521,0.015407819199759944,0.18516355522364825,0.42072966713632554,80.27,5.945833333333331,5339601,2192183,832574,0.8826732185529954,0.3623831114473087,0.13763027841659733,1.3826866084169014,5.88457738944601,0.9158717399356289,9.024906855303684,6.931353878065234,6.35595304309372,6.398386854636693,3640292,0.615,0.532,0.6059741259815702
34,2016,1,New Jersey,NJ,8944469,832485,1984439,2773297,8640545,2469373,6127545,39.5,40881,38911,0.4813,1541029,165044,302184,722105,400332,1460518,670786,153171,95327,2239783,8944469,7157800,4966755,1130491,8810,849117,2840,40991,158796,1786669,0.5552878544271326,0.12638995115305335,9.849662400305708e-4,0.09493207478275122,3.175146562641114e-4,0.004582832139057109,0.017753541322575995,0.19975126527913506,0.4447121455728674,80.4,6.000000000000002,5510496,2379802,919284,0.8929415676633223,0.3856320971121855,0.1489642486062615,1.4275379133817692,6.183586089211794,0.9070249816451382,8.772142332718238,7.0464381703806085,6.499781932392432,6.501395117071315,3874046,0.644,0.557,0.6322346061922026
35,2012,0,New Mexico,NM,2085538,113805,515848,725208,2002855,642525,1455885,36.8,27335.1078,24024.5622,0.4713,298375,61952,77980,242995,111952,202552,106967,22244,23525,572854,2085538,1105814,827066,37796,180977,26846,1009,3913,28207,979724,0.39657201163440803,0.01812290162058903,0.08677712897103769,0.0128724578502046,4.8380801500619986e-4,0.0018762544724670565,0.013525047253993934,0.4697703901822935,0.603427988365592,77.97,4.9875,1148542,355288,152736,0.844311306815258,0.26117780244499494,0.11227863827159586,1.217767747531849,4.785118316878993,0.8915668651025251,8.330481860072148,5.9669061646100445,3.7092964298411872,4.797053397994333,783757,0.546,0.498,0.5383371626193003
35,2016,1,New Mexico,NM,2081015,109643,489514,689634,2006122,614741,1481858,37.7,26949,25146,0.4769,310743,59765,85075,237950,116674,215691,116006,22128,24408,539773,2081015,1071139,787250,37782,178176,30149,1077,4299,32406,1009876,0.37830097332311396,0.018155563511075123,0.08561975766633109,0.014487641847848285,5.175359139650603e-4,0.0020658188432087225,0.015572208753901341,0.4852805001405564,0.621699026676886,77.61,4.8374999999999995,1188440,378233,162542,0.8541441919934224,0.27183999206543713,0.11682062641361353,1.2428048104724732,4.952032069816488,0.8780494549737207,7.944270142106306,5.94944476057976,3.6106698311607195,4.701412928611309,798319,0.545,0.502,0.5387284071753164
36,2012,0,New York,NY,19570261,1920011,4261010,6260500,18888881,5579120,13389240,38.1,34859.457,32863.887,0.5009,3081374,498602,613490,1589218,1128596,2531374,1371561,359112,181715,5029814,19570261,16016575,11227534,2820905,44447,1487288,7049,103439,325913,3553686,0.5737038458505995,0.14414243121233794,0.0022711500883917696,0.07599735128724139,3.6018937100532283e-4,0.0052855196974634115,0.01665348254680916,0.18158602994615147,0.4262961541494005,80.59,6.0791666666666675,11355042,4443762,1912388,0.8531364312251738,0.3338724113828941,0.1436831209816615,1.3306919635897294,5.537946423931529,0.9015425371743214,8.6155010621234709,6.563797969995509,5.3950720187450765,5.993292870689471,7074723,0.531,0.461,0.5283886912177241
36,2016,1,New York,NY,19745289,1863443,4179386,6091697,19059878,5406286,13702460,38.4,36263,35534,0.5129,3036385,538429,637569,1513289,1191816,2749619,1521940,391676,204577,4843659,19745289,15997675,10962313,2829419,45228,1654883,6491,106193,393148,3747614,0.5551862522751629,0.14329590212632493,0.0022905716902902763,0.08381153600739903,3.2873664194026233e-4,0.0053781436169407296,0.019910977246268717,0.1897978803956731,0.44481374772483706,80.92,6.216666666666667,11785300,4867812,2118193,0.8631647994168861,0.3565224447896202,0.15513814972646026,1.3748253939329667,5.832169292886444,0.8959309588874876,8.45517025392822,6.706502946567036,5.668741405282986,6.182727643066011,7721453,0.568,0.496,0.5635085232870594
37,2012,0,North Carolina,NC,9752073,456416,2284002,3262190,9394913,2905030,7011655,37.8,28427.4198,25664.0805,0.4691,1475044,285660,416106,1012715,562049,1170056,436058,92150,77594,2550114,9752073,8907177,6292533,2075668,103792,225603,5465,19220,184896,844896,0.6452508097509114,0.21284377178062552,0.010643070452815519,0.0231338506182224,5.603936721966704e-4,0.0019708630154839897,0.018959661192035786,0.0866375795177087,0.3547491902490886,77.98,4.991666666666668,5527432,1775858,605802,0.8516997918144287,0.2736348251578649,0.09334559652308061,1.2186802134953743,4.791201423302495,0.8778270792384244,7.93791654966927,5.840106465424753,3.9809470321701084,4.877728013196986,4505372,0.648,0.601,0.6425547178233955
37,2016,1,North Carolina,NC,10146788,431767,2296894,3269603,9790290,2913105,7418127,38.7,30552,28156,0.478,1472415,303471,439327,1042804,654866,1345615,543876,114036,87578,2523926,10146788,9215678,6438334,2144650,108345,273281,5376,19620,226072,931110,0.6345194163906844,0.21136245282743663,0.010677763248823174,0.02693275941115553,5.298228365468954e-4,0.0019336168253441385,0.02228015407437309,0.09176401438563613,0.36548058360931557,77.82,4.924999999999997,6003988,2091105,745490,0.8730298806851932,0.3040640901764312,0.1084004574546126,1.285494428316237,5.236629522108247,0.8664040602724584,7.611544579213099,6.028267874476531,4.480649448389741,5.104813909119795,4741564,0.645,0.602,0.6391861449662428
38,2012,0,North Dakota,ND,699628,9216,154098,241724,673208,215304,536314,36.2,32653.827,32345.038800000002,0.4597,111239,17071,29968,77563,56223,89629,25163,7503,5580,177584,699628,682956,616194,10066,36404,6737,1190,146,12219,16672,0.8807451960184555,0.014387646006163275,0.052033366303235434,0.009629403054194515,0.0017009039089344623,2.0868232832305168e-4,0.01746499568342033,0.023829806697273408,0.11925480398154453,79.62,5.6750000000000025,419939,127875,38246,0.9170896083021769,0.27926159194940425,0.08352405744435515,1.2798752576959362,5.1991683846395755,0.8248058559060677,6.423024454459078,5.607120407912743,4.941914837317958,5.397595499915307,322627,0.598,0.5870000000000001,0.6015636362280306
38,2016,1,North Dakota,ND,757953,12661,174595,262938,723952,228937,570697,35,35039,33339,0.4533,115825,18353,30672,78544,67554,107578,28550,5718,4477,181543,757953,731519,644710,18815,40676,9111,233,127,17847,26434,0.8505936383918264,0.02482343892035522,0.053665596679477484,0.012020534254762499,3.074069236483001e-4,1.675565635336228e-4,0.02354631487704383,0.03487551338935264,0.14940636160817355,79.72,5.716666666666667,457271,146323,38745,0.9237518055008435,0.2955930628364797,0.07827035544377443,1.2976152237810976,5.317434825207318,0.7929823488557988,5.513781395879965,5.3828836820982,5.430688638927417,5.508130945776757,344360,0.608,0.593,0.6034025060583812
39,2012,0,Ohio,OH,11544225,196842,2659925,3773509,11145456,3374740,8687458,39.3,29912.544,26724.8835,0.4615,2385539,301858,542516,1082257,625983,1240747,528409,116545,75611,3013300,11544225,11169949,9309291,1391987,17615,199187,3722,14870,233277,374276,0.8064024219902158,0.12057864430050523,0.0015258711606885695,0.017254254833044227,3.224122883952799e-4,0.0012880899324120936,0.020207246480383047,0.032421059014355665,0.19359757800978417,77.59,4.829166666666668,6899465,1961312,720565,0.8878802159286223,0.25239784853802405,0.09272826339297434,1.2330063278596206,4.88670885239747,0.8928984158779639,8.368526167941827,6.047314624245589,4.3340011804192775,5.020819337731652,5580822,0.645,0.627,0.6423998826814472
39,2016,1,Ohio,OH,11614373,219417,2608971,3692312,11200305,3278244,8785985,39.3,31289,29164,0.468,2333030,305998,530452,1100077,682507,1362205,598321,130456,88699,2830005,11614373,11194292,9216496,1421393,15138,237401,3218,19951,280695,420081,0.7935422773144964,0.12238224138315516,0.0013033850385208053,0.020440276887955983,2.7707048843704263e-4,0.0017177853681813043,0.024167899549980013,0.036169063969273246,0.20645772268550355,77,4.583333333333333,7131745,2179681,817476,0.9002385869030799,0.27514064837420465,0.10318981386283191,1.2785690491401165,5.190460327600777,0.8632685669523074,7.521959055780211,5.967626570327255,4.645907416065382,5.027489949839989,5496487,0.629,0.61,0.625597129974613
40,2012,0,Oklahoma,OK,3814820,130475,936284,1327364,3658438,1170982,2748061,36.3,28221.561,24934.122,0.4643,662794,123481,179102,418825,180387,393930,142002,33095,22280,985249,3814820,3458521,2585779,269430,268571,70326,3792,3337,257286,356299,0.6778246417917491,0.07062718555528177,0.07040201110406258,0.0184349458165785,9.940180663832107e-4,8.747463838398666e-4,0.06744381124142161,0.09339864004068343,0.32217535820825094,75.89,4.120833333333334,2155896,591307,197377,0.8667071899965265,0.23771556160189367,0.07934894124760397,1.1837716928460242,4.558477952306828,0.8413869726434736,6.896770646956391,5.337908850523348,3.9305586854574663,4.421844806962539,1334872,0.49200000000000005,0.46299999999999997,0.4857504982604098
40,2016,1,Oklahoma,OK,3923561,139767,961956,1351925,3765877,1194241,2821838,36.4,30262,25880,0.4645,674289,128240,186546,417280,203590,432922,157183,35356,23204,1004589,3923561,3519625,2595562,281976,283500,78185,5717,4059,270626,403936,0.661532215250381,0.07186736742464307,0.07225579008456859,0.019927050962123438,0.0014570947157441926,0.0010345194072425533,0.06897458711614271,0.10295137503915448,0.338467784749619,75.79,4.079166666666669,2258610,648665,215743,0.8782774856161603,0.2522382638911572,0.08389328816364369,1.214409037670961,4.7627269178064076,0.8411945327618128,6.891272364623223,5.472242066745346,4.4145270525424145,4.618918624683149,1452992,0.523,0.49,0.5149097857495717
41,2012,0,Oregon,OR,3899353,200239,860746,1227581,3766381,1094609,2838368,38.9,28129.1346,27319.3533,0.4565,545481,124698,227099,485355,219073,497130,212460,54182,35682,982675,3899353,3425198,3026649,66879,37023,147243,16013,4772,126619,474155,0.7761926145183573,0.017151306896297923,0.009494652061508665,0.03776087981775438,0.0041065787067752005,0.0012237927676719703,0.03247179724431207,0.12159837798732251,0.2238073854816427,79.65,5.687500000000002,2401160,799454,302324,0.8987144112596435,0.2992223887367635,0.11315486501093656,1.3110916650073436,5.407277766715625,0.8977406544254615,8.50687584072747,6.440477124719573,3.9078156720805604,5.231077737465019,1789270,0.631,0.5870000000000001,0.6303868983866785
41,2016,1,Oregon,OR,4093465,203733,868246,1235513,3955721,1097769,3021486,39.2,30897,30822,0.4583,526763,129130,235544,509988,244515,572508,247973,66154,47895,960446,4093465,3570897,3119464,75516,36097,167053,13830,5961,152976,522568,0.7620595265868891,0.018447940803207063,0.00881820169465233,0.040809680796098174,0.0033785558200693055,0.0014562235172402842,0.03737078489739133,0.1276590858844524,0.23794047341311086,79.61,5.6708333333333325,2580470,934530,362022,0.902908796228908,0.3269928956119627,0.12667182653872425,1.356573518379595,5.710490122530634,0.8749071981446005,7.854491375560015,6.425157206873761,4.558499642496781,5.496896024805007,2001336,0.662,0.617,0.6623681195279408
42,2012,0,Pennsylvania,PA,12763536,335244,2737454,4007219,12347792,3591475,9690838,40.5,32233.707000000002,29171.0322,0.4642,2870894,349983,483219,958587,688751,1484305,665499,166599,119131,3108390,12763536,11982674,10035953,1340316,13403,366278,2336,13791,210597,780862,0.786298796822448,0.10501133855069629,0.0010501008497958559,0.028697219955347797,1.8302138216243525e-4,0.00108049994923037,0.0164998947000267,0.061179127790292595,0.21370120317755203,78.55,5.229166666666666,7786968,2435534,951229,0.889297178254282,0.2781459373844049,0.10863345856482812,1.276076574203515,5.173843828023434,0.8654911979061528,7.585462797318653,5.977716817788506,4.852137025259306,5.3329432163819215,5742040,0.595,0.5720000000000001,0.592522545521863
42,2016,1,Pennsylvania,PA,12784227,369261,2674845,3862252,12360468,3438493,9740121,40.6,32465,31272,0.4689,2787677,344767,480857,950374,730217,1676971,765331,175633,129802,2975685,12784227,11884225,9832127,1351705,13312,420202,2446,19352,245081,900002,0.7690826359700903,0.10573224333391452,0.00104128313741613,0.03286878432305684,1.9132951878905155e-4,0.0015137403301740495,0.01917057636726882,0.07039940701929026,0.2309173640299097,78.21,5.087499999999997,8041629,2747737,1070766,0.9013283493845253,0.3079740752467923,0.12001445868207432,1.3293168833133922,5.52877922208928,0.8654038266182307,7.582966474806591,6.213508306328384,4.901707102887839,5.371095661708461,6165478,0.636,0.61,0.6329980910914762
44,2012,0,Rhode Island,RI,1050292,62692,216962,338021,1018856,306585,770638,39.8,32701.090500000002,30867.2667,0.4647,165835,32704,35237,93355,62628,132903,64882,14832,11126,275680,1050292,911742,791560,52500,3643,33246,201,8828,21764,138550,0.7536570782220563,0.04998609910386826,0.0034685592197217538,0.0316540543010896,1.913753508548099e-4,0.008405281578837123,0.020721856398030262,0.13191569582554186,0.2463429217779437,80.16,5.899999999999999,613502,223743,90840,0.8613322738115128,0.31412622442862337,0.12753572727234438,1.3029942255124805,5.35329483674987,0.899195981538562,8.548456615387485,6.418348762962408,4.9519424729599955,5.723789297336947,446049,0.58,0.534,0.578804834435883
44,2016,1,Rhode Island,RI,1056426,59841,208640,322381,1025170,291125,787945,40.2,35343,33008,0.4781,167783,36262,42281,93088,60183,151195,70435,17015,11620,264768,1056426,899074,768815,58523,2913,36176,1237,6210,25200,157352,0.7277509262361964,0.05539715985786037,0.0027574103628649808,0.03424376151287454,0.0011709291516869141,0.005878310454305365,0.023854013437760904,0.14894748898645055,0.2722490737638036,79.95,5.812500000000002,649862,250265,99070,0.8853162953224939,0.34093958817238723,0.1349644776546397,1.3612203611495208,5.741469074330139,0.9094650064405324,8.841857326872356,6.7749318251775446,5.49058018740332,6.001991526328194,464144,0.591,0.547,0.5890563427650407
